Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
1298,21,0,Travel Rarely,Data Science,23,Master's,5,Female,65346,1,3,IT,2,Married,5,No,42,1,5,3,6,7,1.5,-4,21782,5,2,-6,0,I am happy with my team,0.8,0.032321621,3.232162066,Low Risk,74.09979331,High,3.232162066,18-30
1299,43,1,Travel Rarely,Software Development,45,Degree,2,Male,51573,5,8,Consultant,4,Divorced,5,Yes,35,19,3,1,8,8,0.05,-7,6446.625,0.263157895,8,11,0,Salary is low,0,0.800432935,80.04329351,High Risk,22.9488165,Low,80.04329351,40-50
1300,46,0,Travel Rarely,Network Administration,21,Degree,4,Female,73635,5,4,Consultant,1,Divorced,3,No,99,17,4,4,5,1,0.222222222,3,18408.75,0.176470588,1.25,16,0,Supportive management,0.5,0.013713252,1.371325183,Low Risk,35.53611621,Medium,1.371325183,40-50
1301,62,0,Travel Rarely,Software Development,8,Degree,4,Male,184577,4,2,Technician,2,Divorced,1,Yes,10,16,1,3,9,8,0.176470588,-5,92288.5,0.0625,3,8,0,Career growth is good,0.7,0.152151217,15.21512169,Low Risk,40.92031559,Medium,15.21512169,
1302,51,0,Travel Rarely,Software Development,9,Graduation,4,Male,71481,1,2,HR,1,Married,2,No,4,12,3,2,0,4,0.153846154,-2,35740.5,0.166666667,0,8,0,Career growth is good,0.7,0.045560233,4.556023334,Low Risk,83.15694529,High,4.556023334,50-60
1303,40,0,No Travel,IT Services,33,Graduation,3,Male,178736,5,7,QA Analyst,1,Divorced,1,No,65,0,3,0,6,0,0,0,25533.71429,inf,inf,0,0,Supportive management,0.5,0.020938665,2.093866548,Low Risk,35.66362351,Medium,2.093866548,30-40
1304,54,0,Travel Rarely,Software Development,4,Below College,4,Male,199216,2,5,Support,1,Divorced,3,No,53,7,4,4,3,0,0.5,4,39843.2,0.428571429,0.75,7,0,I am happy with my team,0.8,0.006473546,0.647354586,Low Risk,70.70247434,High,0.647354586,50-60
1305,28,0,Travel Frequently,Cyber Security,18,PhD,2,Male,118622,3,8,IT,3,Single,9,Yes,12,17,5,3,7,4,0.166666667,-1,14827.75,0.529411765,2.333333333,13,0,Good work life balance,0.7,0.127848524,12.78485245,Low Risk,43.43262102,Medium,12.78485245,18-30
1306,23,0,Travel Rarely,Data Science,32,Graduation,3,Female,77098,3,4,IT,2,Divorced,10,No,11,0,5,0,0,2,0,-2,19274.5,inf,0,-2,0,I am happy with my team,0.8,0.015445697,1.544569682,Low Risk,50.27257112,Medium,1.544569682,18-30
1307,35,0,Travel Frequently,Data Science,30,Below College,2,Female,81866,5,7,Technician,1,Married,7,Yes,15,19,5,6,4,0,0.3,6,11695.14286,0.368421053,0.666666667,19,0,Career growth is good,0.7,0.041913465,4.19134648,Low Risk,36.03376703,Medium,4.19134648,30-40
1308,38,0,Travel Rarely,IT Services,25,Degree,4,Female,70153,3,5,Director,2,Married,1,Yes,37,4,1,0,0,3,0,-3,14030.6,0.25,0,1,0,Good work life balance,0.7,0.038343591,3.83435911,Low Risk,50.67665161,Medium,3.83435911,30-40
1309,59,0,No Travel,Cyber Security,33,Below College,3,Female,73622,2,1,Manager,5,Single,6,No,79,6,4,10,5,2,1.428571429,8,73622,1,0.5,4,0,I am happy with my team,0.8,0.060707658,6.070765757,Low Risk,36.36542925,Medium,6.070765757,50-60
1310,53,0,Travel Rarely,Cyber Security,35,Below College,1,Male,85213,4,4,Help Desk,1,Married,3,No,74,4,5,9,9,5,1.8,4,21303.25,0.75,1,-1,0,Career growth is good,0.7,0.24094694,24.09469398,Low Risk,51.31082835,Medium,24.09469398,50-60
1311,58,0,Travel Rarely,Data Science,42,Degree,4,Female,167607,2,3,Business Analyst,4,Single,5,Yes,72,4,3,10,3,5,2,5,55869,1.25,0.3,-1,0,Career growth is good,0.7,0.110414089,11.04140886,Low Risk,46.06613098,Medium,11.04140886,50-60
1312,55,1,Travel Rarely,Cyber Security,34,Degree,3,Female,39184,5,3,Software Engineer,5,Single,0,No,23,9,2,9,10,4,0.9,5,13061.33333,0,1.111111111,5,0,Poor management support,-0.4,0.217328678,21.73286782,Low Risk,3.835211969,Low,21.73286782,50-60
1313,51,0,Travel Rarely,Network Administration,50,Degree,3,Male,121069,2,8,Support,4,Married,0,No,98,5,4,5,0,6,0.833333333,-1,15133.625,0,0,-1,0,Career growth is good,0.7,0.134217963,13.42179634,Low Risk,46.48619935,Medium,13.42179634,50-60
1314,34,0,Travel Rarely,Software Development,2,Degree,3,Male,39116,2,1,Software Engineer,5,Divorced,6,Yes,23,7,5,3,9,7,0.375,-4,39116,0.857142857,3,0,0,Good work life balance,0.7,0.031813082,3.181308211,Low Risk,35.85552498,Medium,3.181308211,30-40
1315,54,0,No Travel,Software Development,13,Degree,5,Male,185700,3,2,Business Analyst,3,Married,6,No,37,15,5,5,8,3,0.3125,2,92850,0.4,1.6,12,0,Career growth is good,0.7,0.009057806,0.905780606,Low Risk,41.33631422,Medium,0.905780606,50-60
1316,42,0,Travel Rarely,Data Science,41,Degree,3,Female,196881,4,2,Manager,3,Married,6,Yes,93,6,2,9,5,3,1.285714286,6,98440.5,1,0.555555556,3,0,I am happy with my team,0.8,0.103809181,10.38091809,Low Risk,31.24369143,Medium,10.38091809,40-50
1317,55,0,Travel Frequently,Data Science,23,Degree,1,Male,54026,1,2,Developer,5,Married,2,No,34,18,1,6,5,0,0.315789474,6,27013,0.111111111,0.833333333,18,0,Career growth is good,0.7,0.397262467,39.72624674,Medium Risk,54.06933766,Medium,39.72624674,50-60
1318,29,0,Travel Rarely,Cyber Security,23,Graduation,4,Female,101666,5,4,Help Desk,5,Single,5,No,20,8,1,8,1,3,0.888888889,5,25416.5,0.625,0.125,5,0,Good work life balance,0.7,0.006872797,0.687279694,Low Risk,0.121284652,Low,0.687279694,18-30
1319,40,0,Travel Rarely,IT Services,31,Degree,4,Female,94361,5,5,Director,2,Single,9,No,16,6,2,5,1,7,0.714285714,-2,18872.2,1.5,0.2,-1,0,Good work life balance,0.7,0.068340121,6.83401209,Low Risk,27.67659037,Low,6.83401209,30-40
1320,59,0,Travel Rarely,Data Science,2,Graduation,4,Male,49652,2,1,Director,3,Married,7,No,87,8,1,9,8,3,1,6,49652,0.875,0.888888889,5,0,Career growth is good,0.7,0.119650644,11.96506444,Low Risk,55.05265843,Medium,11.96506444,50-60
1321,39,0,Travel Rarely,Data Science,2,Graduation,3,Female,120793,3,6,Developer,2,Married,7,No,63,11,3,7,2,8,0.583333333,-1,20132.16667,0.636363636,0.285714286,3,0,Career growth is good,0.7,0.1055295,10.55294999,Low Risk,51.86228529,Medium,10.55294999,30-40
1322,38,0,Travel Rarely,Data Science,5,Graduation,4,Female,169893,3,7,Help Desk,4,Single,7,No,26,17,2,9,3,6,0.5,3,24270.42857,0.411764706,0.333333333,11,0,Good work life balance,0.7,0.039411804,3.941180374,Low Risk,33.0484436,Medium,3.941180374,30-40
1323,44,0,Travel Frequently,Cyber Security,14,Below College,1,Female,50684,5,7,Business Analyst,3,Married,9,No,93,1,5,2,8,3,1,-1,7240.571429,9,4,-2,0,Supportive management,0.5,0.099994441,9.999444061,Low Risk,19.4116666,Low,9.999444061,40-50
1324,48,0,Travel Rarely,Network Administration,23,Degree,5,Female,84867,1,4,Support,2,Married,6,No,76,0,5,3,9,6,3,-3,21216.75,inf,3,-6,0,I am happy with my team,0.8,0.0576145,5.761449957,Low Risk,74.54613823,High,5.761449957,40-50
1325,23,1,Travel Frequently,Data Science,35,Degree,1,Female,98129,1,3,Manager,1,Single,3,Yes,66,10,3,1,4,5,0.090909091,-4,32709.66667,0.3,4,5,0,Salary is low,0,0.912259748,91.2259748,High Risk,98.45164261,High,91.2259748,18-30
1326,44,0,Travel Frequently,Network Administration,46,Graduation,5,Male,51856,4,5,Consultant,4,Married,4,No,27,4,5,7,0,6,1.4,1,10371.2,1,0,-2,0,Supportive management,0.5,0.014048755,1.404875503,Low Risk,20.8361545,Low,1.404875503,40-50
1327,57,0,Travel Rarely,Cyber Security,1,PhD,4,Female,55931,2,5,Support,3,Single,5,No,52,0,3,6,2,1,6,5,11186.2,inf,0.333333333,-1,0,I am happy with my team,0.8,0.006026758,0.602675829,Low Risk,53.04753103,Medium,0.602675829,50-60
1328,51,1,Travel Frequently,IT Services,41,Degree,2,Female,158202,5,4,Consultant,1,Divorced,0,No,61,16,4,9,4,4,0.529411765,5,39550.5,0,0.444444444,12,0,Salary is low,0,0.327574903,32.75749034,Medium Risk,41.07485124,Medium,32.75749034,50-60
1329,29,0,Travel Rarely,Software Development,48,Master's,5,Female,147504,1,3,Software Engineer,5,Divorced,1,No,21,15,2,3,5,8,0.1875,-5,49168,0.066666667,1.666666667,7,0,Supportive management,0.5,0.230488088,23.04880879,Low Risk,51.12626037,Medium,23.04880879,18-30
1330,62,1,Travel Rarely,Software Development,49,Degree,1,Male,63543,1,5,Director,1,Single,5,Yes,17,0,2,0,5,2,0,-2,12708.6,inf,inf,-2,0,No promotion opportunities,0,0.949948579,94.99485793,High Risk,99.11673963,High,94.99485793,
1331,24,0,Travel Rarely,Software Development,40,Graduation,1,Female,149185,3,4,Manager,5,Married,2,No,33,5,3,2,6,4,0.333333333,-2,37296.25,0.4,3,1,0,I am happy with my team,0.8,0.117395704,11.73957043,Low Risk,25.60110066,Low,11.73957043,18-30
1332,27,0,Travel Rarely,Software Development,15,PhD,2,Male,125620,4,3,Director,5,Divorced,2,Yes,9,2,4,8,5,3,2.666666667,5,41873.33333,1,0.625,-1,0,Good work life balance,0.7,0.005055507,0.505550706,Low Risk,11.85392071,Low,0.505550706,18-30
1333,62,0,Travel Frequently,Cyber Security,30,Master's,5,Male,116655,5,6,QA Analyst,5,Married,3,Yes,37,18,5,10,3,2,0.526315789,8,19442.5,0.166666667,0.3,16,0,Supportive management,0.5,0.003519481,0.351948077,Low Risk,0.062108484,Low,0.351948077,
1334,34,0,No Travel,Software Development,21,Degree,5,Female,129038,4,4,Business Analyst,5,Married,0,No,84,7,5,6,9,3,0.75,3,32259.5,0,1.5,4,0,Career growth is good,0.7,0.001824331,0.18243307,Low Risk,11.79689995,Low,0.18243307,30-40
1335,43,0,Travel Rarely,Cyber Security,8,Graduation,1,Male,97650,1,6,Business Analyst,4,Married,4,No,57,13,2,9,10,2,0.642857143,7,16275,0.307692308,1.111111111,11,0,Good work life balance,0.7,0.360526577,36.05265768,Medium Risk,62.24458665,Medium,36.05265768,40-50
1336,38,0,Travel Rarely,IT Services,7,Graduation,5,Male,59829,4,8,Technician,5,Single,7,No,61,9,1,3,3,8,0.3,-5,7478.625,0.777777778,1,1,0,Good work life balance,0.7,0.033099221,3.309922123,Low Risk,12.34880979,Low,3.309922123,30-40
1337,45,1,Travel Rarely,Data Science,41,Master's,2,Male,142026,1,3,Business Analyst,5,Divorced,7,No,32,16,1,2,2,6,0.117647059,-4,47342,0.4375,1,10,0,Salary is low,0,0.88868006,88.86800595,High Risk,62.74141282,Medium,88.86800595,40-50
1338,63,0,Travel Frequently,Data Science,34,Below College,5,Male,39428,3,8,Developer,5,Divorced,6,No,23,5,5,9,1,0,1.5,9,4928.5,1.2,0.111111111,5,0,I am happy with my team,0.8,0.004053595,0.405359509,Low Risk,23.6009458,Low,0.405359509,
1339,19,0,Travel Rarely,Data Science,42,Degree,5,Female,138068,2,1,Consultant,3,Married,6,Yes,12,8,1,9,0,7,1,2,138068,0.75,0,1,0,Supportive management,0.5,0.206017601,20.60176014,Low Risk,56.5767812,Medium,20.60176014,18-30
1340,60,0,Travel Rarely,Cyber Security,37,Degree,2,Male,72484,5,6,Technician,2,Married,3,No,38,13,1,2,9,6,0.142857143,-4,12080.66667,0.230769231,4.5,7,0,Career growth is good,0.7,0.574884632,57.4884632,Medium Risk,36.61561115,Medium,57.4884632,50-60
1341,18,0,Travel Frequently,Cyber Security,48,Graduation,4,Male,122792,2,7,Help Desk,1,Single,8,Yes,86,13,1,9,9,0,0.642857143,9,17541.71429,0.615384615,1,13,0,I am happy with my team,0.8,0.48656502,48.65650199,Medium Risk,79.17467682,High,48.65650199,
1342,53,0,Travel Rarely,Cyber Security,32,Master's,5,Female,151634,4,2,Manager,1,Divorced,10,No,30,11,3,10,4,2,0.833333333,8,75817,0.909090909,0.4,9,0,I am happy with my team,0.8,0.02783833,2.783832957,Low Risk,47.55008817,Medium,2.783832957,50-60
1343,43,0,No Travel,IT Services,33,Master's,1,Male,84819,1,4,Manager,2,Divorced,5,No,9,0,4,3,2,8,3,-5,21204.75,inf,0.666666667,-8,0,Supportive management,0.5,0.602122618,60.2122618,Medium Risk,84.15510502,High,60.2122618,40-50
1344,46,0,Travel Rarely,Network Administration,6,Graduation,3,Male,56812,2,8,Support,4,Single,1,No,59,15,5,8,4,6,0.5,2,7101.5,0.066666667,0.5,9,0,Career growth is good,0.7,0.033272372,3.32723718,Low Risk,44.70480656,Medium,3.32723718,40-50
1345,38,1,No Travel,Cyber Security,42,Degree,1,Male,158758,3,8,IT,5,Married,10,No,64,11,2,5,9,2,0.416666667,3,19844.75,0.909090909,1.8,9,0,Poor management support,-0.4,0.874197078,87.4197078,High Risk,38.95641902,Medium,87.4197078,30-40
1346,28,0,Travel Rarely,Cyber Security,10,Master's,1,Male,178697,4,4,Developer,3,Divorced,4,No,1,10,1,1,8,2,0.090909091,-1,44674.25,0.4,8,8,0,Career growth is good,0.7,0.106272072,10.62720719,Low Risk,31.28715421,Medium,10.62720719,18-30
1347,57,0,Travel Rarely,Data Science,26,Degree,4,Male,92843,4,4,Business Analyst,1,Married,6,No,1,9,4,10,8,0,1,10,23210.75,0.666666667,0.8,9,0,I am happy with my team,0.8,0.015997069,1.599706878,Low Risk,47.34112474,Medium,1.599706878,50-60
1348,28,0,Travel Frequently,Software Development,45,Degree,4,Female,181296,2,4,Developer,2,Married,7,No,24,19,4,8,8,4,0.4,4,45324,0.368421053,1,15,0,I am happy with my team,0.8,0.211221665,21.12216651,Low Risk,65.49214703,Medium,21.12216651,18-30
1349,53,1,Travel Frequently,Software Development,26,Degree,1,Female,84447,4,1,Help Desk,5,Divorced,10,Yes,93,2,4,1,9,8,0.333333333,-7,84447,5,9,-6,0,Salary is low,0,0.801733416,80.17334155,High Risk,25.91294263,Low,80.17334155,50-60
1350,56,0,No Travel,IT Services,19,Graduation,5,Male,171522,5,6,QA Analyst,1,Divorced,6,No,15,1,4,3,0,1,1.5,2,28587,6,0,0,0,I am happy with my team,0.8,0.001637304,0.163730416,Low Risk,35.32301125,Medium,0.163730416,50-60
1351,57,1,Travel Rarely,Software Development,35,PhD,1,Male,173702,2,8,Consultant,1,Divorced,9,Yes,83,3,4,4,3,7,1,-3,21712.75,3,0.75,-4,0,No promotion opportunities,0,0.925431567,92.54315668,High Risk,86.91938059,High,92.54315668,50-60
1352,52,0,No Travel,Network Administration,45,Degree,5,Female,87690,2,2,HR,1,Divorced,2,Yes,80,14,3,3,4,3,0.2,0,43845,0.142857143,1.333333333,11,0,Career growth is good,0.7,0.137958264,13.79582639,Low Risk,73.02279289,High,13.79582639,50-60
1353,51,0,Travel Rarely,Data Science,4,Graduation,2,Female,188018,3,7,Help Desk,5,Divorced,4,Yes,5,2,5,1,4,2,0.333333333,-1,26859.71429,2,4,0,0,Career growth is good,0.7,0.006125004,0.612500377,Low Risk,23.63750007,Low,0.612500377,50-60
1354,41,1,Travel Rarely,IT Services,25,Master's,2,Male,195798,4,6,Technician,4,Married,8,Yes,27,12,3,9,5,2,0.692307692,7,32633,0.666666667,0.555555556,10,0,Salary is low,0,0.170152316,17.01523161,Low Risk,23.59092322,Low,17.01523161,40-50
1355,39,0,Travel Rarely,Software Development,8,Degree,4,Female,48434,3,2,HR,2,Divorced,5,No,69,17,4,1,8,7,0.055555556,-6,24217,0.294117647,8,10,0,I am happy with my team,0.8,0.071190166,7.119016611,Low Risk,51.25629705,Medium,7.119016611,30-40
1356,22,0,Travel Frequently,Software Development,12,Graduation,3,Female,103156,4,5,Technician,2,Single,9,No,0,3,2,8,7,0,2,8,20631.2,3,0.875,3,0,Good work life balance,0.7,0.02507151,2.507151018,Low Risk,38.67773253,Medium,2.507151018,18-30
1357,50,1,Travel Frequently,Data Science,24,Master's,3,Female,110822,2,1,IT,1,Single,3,Yes,44,17,3,8,9,7,0.444444444,1,110822,0.176470588,1.125,10,0,Salary is low,0,0.853601024,85.36010239,High Risk,85.65178277,High,85.36010239,40-50
1358,53,0,Travel Rarely,IT Services,24,Below College,4,Male,128306,4,2,Director,4,Single,5,Yes,87,5,1,6,3,0,1,6,64153,1,0.5,5,0,I am happy with my team,0.8,0.014521938,1.452193809,Low Risk,20.84450479,Low,1.452193809,50-60
1359,37,0,Travel Rarely,Data Science,17,Degree,2,Male,96803,3,2,Technician,4,Divorced,10,No,13,15,3,5,4,3,0.3125,2,48401.5,0.666666667,0.8,12,0,Good work life balance,0.7,0.08120103,8.12010302,Low Risk,33.78590053,Medium,8.12010302,30-40
1360,36,0,Travel Rarely,IT Services,25,Degree,4,Male,32474,2,3,HR,5,Single,0,No,26,13,1,10,10,7,0.714285714,3,10824.66667,0,1,6,0,Career growth is good,0.7,0.187109374,18.71093736,Low Risk,38.59604777,Medium,18.71093736,30-40
1361,52,0,Travel Rarely,Software Development,33,Graduation,2,Female,87885,4,6,IT,2,Married,2,No,76,4,4,2,1,0,0.4,2,14647.5,0.5,0.5,4,0,Good work life balance,0.7,0.022867812,2.286781242,Low Risk,38.63884375,Medium,2.286781242,50-60
1362,60,0,Travel Rarely,Data Science,27,Master's,5,Male,157318,3,3,Software Engineer,1,Divorced,3,No,38,11,2,4,10,8,0.333333333,-4,52439.33333,0.272727273,2.5,3,0,Career growth is good,0.7,0.247952789,24.79527893,Low Risk,63.19916687,Medium,24.79527893,50-60
1363,34,0,Travel Frequently,Data Science,2,Degree,2,Female,80577,4,1,HR,1,Married,6,No,77,20,4,1,4,3,0.047619048,-2,80577,0.3,4,17,0,Supportive management,0.5,0.083762582,8.376258173,Low Risk,48.53698674,Medium,8.376258173,30-40
1364,62,0,Travel Frequently,Network Administration,9,Master's,2,Male,117556,3,1,IT,4,Single,1,Yes,87,4,2,3,5,3,0.6,0,117556,0.25,1.666666667,1,0,Supportive management,0.5,0.12057433,12.05743295,Low Risk,34.48072346,Medium,12.05743295,
1365,60,0,No Travel,Data Science,33,Degree,2,Male,42117,5,2,Business Analyst,3,Single,6,No,8,8,5,9,9,5,1,4,21058.5,0.75,1,3,0,I am happy with my team,0.8,0.074309109,7.430910947,Low Risk,18.95839605,Low,7.430910947,50-60
1366,51,0,Travel Rarely,IT Services,19,PhD,3,Female,171932,3,3,Developer,5,Single,10,No,21,12,5,0,9,1,0,-1,57310.66667,0.833333333,inf,11,0,I am happy with my team,0.8,0.014708775,1.470877489,Low Risk,23.78897838,Low,1.470877489,50-60
1367,26,0,Travel Rarely,Network Administration,49,Graduation,2,Male,155756,1,3,Help Desk,4,Divorced,7,No,4,11,5,1,7,3,0.083333333,-2,51918.66667,0.636363636,7,8,0,Supportive management,0.5,0.27361762,27.36176196,Low Risk,60.71089917,Medium,27.36176196,18-30
1368,43,0,Travel Rarely,Data Science,5,Degree,1,Female,56687,4,2,HR,5,Married,7,No,34,9,3,9,9,1,0.9,8,28343.5,0.777777778,1,8,0,Good work life balance,0.7,0.032833796,3.283379579,Low Risk,12.34412581,Low,3.283379579,40-50
1369,19,0,Travel Frequently,Data Science,47,PhD,5,Male,112650,1,7,QA Analyst,4,Divorced,6,Yes,27,12,4,1,0,8,0.076923077,-7,16092.85714,0.5,0,4,0,Supportive management,0.5,0.18672852,18.67285198,Low Risk,59.17756211,Medium,18.67285198,18-30
1370,26,0,Travel Rarely,Network Administration,20,Below College,3,Male,125528,5,2,Director,4,Divorced,7,No,100,6,1,1,3,0,0.142857143,1,62764,1.166666667,3,6,0,Career growth is good,0.7,0.013314972,1.331497226,Low Risk,9.05849951,Low,1.331497226,18-30
1371,26,1,No Travel,Software Development,24,Graduation,1,Female,131117,3,5,IT,4,Married,7,No,53,19,1,10,2,8,0.5,2,26223.4,0.368421053,0.2,11,0,Poor management support,-0.4,0.906254801,90.62548007,High Risk,48.34567295,Medium,90.62548007,18-30
1372,57,1,Travel Frequently,Data Science,31,PhD,3,Female,67960,2,4,IT,3,Divorced,0,Yes,93,4,2,2,8,5,0.4,-3,16990,0,4,-1,0,Salary is low,0,0.721642539,72.16425395,High Risk,65.67604481,Medium,72.16425395,50-60
1373,34,1,Travel Rarely,Cyber Security,44,PhD,3,Male,47347,2,8,Developer,2,Single,0,No,8,2,2,5,10,6,1.666666667,-1,5918.375,0,2,-4,0,Salary is low,0,0.77853073,77.853073,High Risk,75.50348347,High,77.853073,30-40
1374,18,0,Travel Rarely,Software Development,4,Master's,1,Female,153572,3,6,Software Engineer,1,Single,6,No,46,20,1,4,9,4,0.19047619,0,25595.33333,0.3,2.25,16,0,Supportive management,0.5,0.554470289,55.44702889,Medium Risk,68.60829922,Medium,55.44702889,
1375,42,0,Travel Frequently,Data Science,32,Degree,4,Male,136200,5,8,IT,5,Single,7,No,89,19,1,10,7,3,0.5,7,17025,0.368421053,0.7,16,0,Supportive management,0.5,0.121281066,12.12810662,Low Risk,2.14025411,Low,12.12810662,40-50
1376,60,0,Travel Frequently,Software Development,47,Degree,4,Male,81614,3,1,Support,4,Divorced,8,No,84,14,2,0,0,4,0,-4,81614,0.571428571,0,10,0,Career growth is good,0.7,0.228910839,22.8910839,Low Risk,36.39254422,Medium,22.8910839,50-60
1377,57,0,Travel Rarely,IT Services,35,Graduation,2,Male,41385,2,1,Support,1,Divorced,4,No,67,4,3,4,2,8,0.8,-4,41385,1,0.5,-4,0,Supportive management,0.5,0.649783478,64.97834778,Medium Risk,82.05500255,High,64.97834778,50-60
1378,59,1,Travel Rarely,Software Development,14,Degree,1,Female,33386,2,5,HR,4,Single,1,Yes,80,18,3,6,1,4,0.315789474,2,6677.2,0.055555556,0.166666667,14,0,Salary is low,0,0.523450865,52.34508653,Medium Risk,53.35501527,Medium,52.34508653,50-60
1379,42,1,Travel Rarely,Network Administration,36,Degree,2,Female,163569,2,7,Consultant,2,Divorced,9,No,33,13,2,0,10,7,0,-7,23367,0.692307692,inf,6,0,High stress workload,0.16,0.951453763,95.14537626,High Risk,78.5550664,High,95.14537626,40-50
1380,56,0,Travel Frequently,Data Science,6,Below College,4,Male,190548,3,3,Developer,2,Single,6,No,92,0,3,6,8,3,6,3,63516,inf,1.333333333,-3,0,Supportive management,0.5,0.031441953,3.14419534,Low Risk,50.554858,Medium,3.14419534,50-60
1381,52,0,Travel Rarely,Software Development,17,Degree,1,Male,172897,5,6,Business Analyst,2,Single,3,No,82,13,4,1,7,4,0.071428571,-3,28816.16667,0.230769231,7,9,0,Good work life balance,0.7,0.092104472,9.210447219,Low Risk,28.09596127,Low,9.210447219,50-60
1382,20,0,Travel Rarely,Cyber Security,18,Degree,1,Female,37566,5,7,IT,4,Divorced,9,No,97,10,1,1,0,6,0.090909091,-5,5366.571429,0.9,0,4,0,Supportive management,0.5,0.282262323,28.22623229,Low Risk,13.80462923,Low,28.22623229,18-30
1383,54,0,Travel Rarely,IT Services,8,Degree,1,Male,128584,5,4,Developer,1,Married,4,No,72,6,3,2,3,0,0.285714286,2,32146,0.666666667,1.5,6,0,Good work life balance,0.7,0.024606861,2.460686123,Low Risk,35.72835637,Medium,2.460686123,50-60
1384,61,0,No Travel,IT Services,12,Degree,2,Male,180875,2,8,Director,2,Married,0,Yes,63,18,5,6,6,7,0.315789474,-1,22609.375,0,1,11,0,Good work life balance,0.7,0.211067694,21.10676936,Low Risk,65.48942989,Medium,21.10676936,
1385,61,0,Travel Rarely,Software Development,17,Master's,3,Female,195561,4,7,Support,5,Single,3,Yes,10,7,5,1,2,0,0.125,1,27937.28571,0.428571429,2,7,0,Good work life balance,0.7,0.001856373,0.185637286,Low Risk,11.7974654,Low,0.185637286,
